,district,price,age,newness,squaremeters
1528, Beylikdüzü ,1449000,0 (Yeni),Sıfır,100 m2
1529, Beylikdüzü ,1549000,0 (Yeni),Sıfır,105 m2
1530, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1531, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1532, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1533, Beylikdüzü ,899000,4,İkinci El,100 m2
1534, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1535, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1536, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1537, Güngören ,2200000,21 Ve Üzeri,130 m2,
1538, Esenyurt ,1750000,4,İkinci El,130 m2
1539, Gaziosmanpaşa ,125000000,5-10,85 m2,
1540, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1541, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1542, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1543, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1544, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1545, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1546, Beylikdüzü ,899000,4,Sıfır,100 m2
1547, Beylikdüzü ,3389000,4,130 m2,
1548, Bağcılar ,2000000,5-10,İkinci El,120 m2
1549, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1550, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1551, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1552, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1553, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1554, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1555, Beylikdüzü ,899000,4,Sıfır,100 m2
1556, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1557, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1558, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1559, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1560, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1561, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1562, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1563, Beylikdüzü ,899000,4,İkinci El,100 m2
1564, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1565, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1566, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1567, Güngören ,2200000,21 Ve Üzeri,130 m2,
1568, Esenyurt ,1750000,4,İkinci El,130 m2
1569, Gaziosmanpaşa ,125000000,5-10,85 m2,
1570, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1571, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1572, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1573, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1574, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1575, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1576, Beylikdüzü ,899000,4,Sıfır,100 m2
1577, Beylikdüzü ,3389000,4,130 m2,
1578, Bağcılar ,2000000,5-10,İkinci El,120 m2
1579, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1580, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1581, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1582, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1583, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1584, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1585, Beylikdüzü ,899000,4,Sıfır,100 m2
1586, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1587, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1588, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1589, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1590, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1591, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1592, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1593, Beylikdüzü ,899000,4,İkinci El,100 m2
1594, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1595, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1596, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1597, Güngören ,2200000,21 Ve Üzeri,130 m2,
1598, Esenyurt ,1750000,4,İkinci El,130 m2
1599, Gaziosmanpaşa ,125000000,5-10,85 m2,
1600, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1601, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1602, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1603, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1604, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1605, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1606, Beylikdüzü ,899000,4,Sıfır,100 m2
1607, Beylikdüzü ,3389000,4,130 m2,
1608, Bağcılar ,2000000,5-10,İkinci El,120 m2
1609, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1610, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1611, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1612, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1613, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1614, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1615, Beylikdüzü ,899000,4,Sıfır,100 m2
1616, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1617, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1618, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1619, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1620, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1621, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1622, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1623, Beylikdüzü ,899000,4,İkinci El,100 m2
1624, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1625, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1626, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1627, Güngören ,2200000,21 Ve Üzeri,130 m2,
1628, Esenyurt ,1750000,4,İkinci El,130 m2
1629, Gaziosmanpaşa ,125000000,5-10,85 m2,
1630, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1631, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1632, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1633, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1634, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1635, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1636, Beylikdüzü ,899000,4,Sıfır,100 m2
1637, Beylikdüzü ,3389000,4,130 m2,
1638, Bağcılar ,2000000,5-10,İkinci El,120 m2
1639, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1640, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1641, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1642, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1643, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1644, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1645, Beylikdüzü ,899000,4,Sıfır,100 m2
1646, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1647, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1648, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1649, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1650, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1651, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1652, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1653, Beylikdüzü ,899000,4,İkinci El,100 m2
1654, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1655, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1656, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1657, Güngören ,2200000,21 Ve Üzeri,130 m2,
1658, Esenyurt ,1750000,4,İkinci El,130 m2
1659, Gaziosmanpaşa ,125000000,5-10,85 m2,
1660, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1661, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1662, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1663, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1664, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1665, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1666, Beylikdüzü ,899000,4,Sıfır,100 m2
1667, Beylikdüzü ,3389000,4,130 m2,
1668, Bağcılar ,2000000,5-10,İkinci El,120 m2
1669, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1670, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1671, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1672, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1673, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1674, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1675, Beylikdüzü ,899000,4,Sıfır,100 m2
1676, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1677, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1678, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1679, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1680, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1681, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1682, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1683, Beylikdüzü ,899000,4,İkinci El,100 m2
1684, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1685, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1686, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1687, Güngören ,2200000,21 Ve Üzeri,130 m2,
1688, Esenyurt ,1750000,4,İkinci El,130 m2
1689, Gaziosmanpaşa ,125000000,5-10,85 m2,
1690, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1691, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1692, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1693, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1694, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1695, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1696, Beylikdüzü ,899000,4,Sıfır,100 m2
1697, Beylikdüzü ,3389000,4,130 m2,
1698, Bağcılar ,2000000,5-10,İkinci El,120 m2
1699, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1700, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1701, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1702, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1703, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1704, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1705, Beylikdüzü ,899000,4,Sıfır,100 m2
1706, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1707, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1708, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1709, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1710, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1711, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1712, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1713, Beylikdüzü ,899000,4,İkinci El,100 m2
1714, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1715, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1716, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1717, Güngören ,2200000,21 Ve Üzeri,130 m2,
1718, Esenyurt ,1750000,4,İkinci El,130 m2
1719, Gaziosmanpaşa ,125000000,5-10,85 m2,
1720, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1721, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1722, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1723, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1724, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1725, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1726, Beylikdüzü ,899000,4,Sıfır,100 m2
1727, Beylikdüzü ,3389000,4,130 m2,
1728, Bağcılar ,2000000,5-10,İkinci El,120 m2
1729, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1730, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1731, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1732, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1733, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1734, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1735, Beylikdüzü ,899000,4,Sıfır,100 m2
1736, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1737, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1738, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1739, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1740, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1741, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1742, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1743, Beylikdüzü ,899000,4,İkinci El,100 m2
1744, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1745, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1746, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1747, Güngören ,2200000,21 Ve Üzeri,130 m2,
1748, Esenyurt ,1750000,4,İkinci El,130 m2
1749, Gaziosmanpaşa ,125000000,5-10,85 m2,
1750, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1751, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1752, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1753, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1754, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1755, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1756, Beylikdüzü ,899000,4,Sıfır,100 m2
1757, Beylikdüzü ,3389000,4,130 m2,
1758, Bağcılar ,2000000,5-10,İkinci El,120 m2
1759, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1760, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1761, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1762, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1763, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1764, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1765, Beylikdüzü ,899000,4,Sıfır,100 m2
1766, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1767, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1768, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1769, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1770, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1771, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1772, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1773, Beylikdüzü ,899000,4,İkinci El,100 m2
1774, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1775, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1776, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1777, Güngören ,2200000,21 Ve Üzeri,130 m2,
1778, Esenyurt ,1750000,4,İkinci El,130 m2
1779, Gaziosmanpaşa ,125000000,5-10,85 m2,
1780, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1781, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1782, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1783, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1784, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1785, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1786, Beylikdüzü ,899000,4,Sıfır,100 m2
1787, Beylikdüzü ,3389000,4,130 m2,
1788, Bağcılar ,2000000,5-10,İkinci El,120 m2
1789, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1790, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1791, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1792, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1793, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1794, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1795, Beylikdüzü ,899000,4,Sıfır,100 m2
1796, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1797, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1798, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1799, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1800, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1801, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1802, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1803, Beylikdüzü ,899000,4,İkinci El,100 m2
1804, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1805, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1806, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1807, Güngören ,2200000,21 Ve Üzeri,130 m2,
1808, Esenyurt ,1750000,4,İkinci El,130 m2
1809, Gaziosmanpaşa ,125000000,5-10,85 m2,
1810, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1811, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1812, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1813, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1814, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1815, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1816, Beylikdüzü ,899000,4,Sıfır,100 m2
1817, Beylikdüzü ,3389000,4,130 m2,
1818, Bağcılar ,2000000,5-10,İkinci El,120 m2
1819, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1820, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1821, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1822, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1823, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1824, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1825, Beylikdüzü ,899000,4,Sıfır,100 m2
1826, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1827, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1828, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1829, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1830, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1831, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1832, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1833, Beylikdüzü ,899000,4,İkinci El,100 m2
1834, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1835, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1836, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1837, Güngören ,2200000,21 Ve Üzeri,130 m2,
1838, Esenyurt ,1750000,4,İkinci El,130 m2
1839, Gaziosmanpaşa ,125000000,5-10,85 m2,
1840, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1841, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1842, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1843, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1844, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1845, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1846, Beylikdüzü ,899000,4,Sıfır,100 m2
1847, Beylikdüzü ,3389000,4,130 m2,
1848, Bağcılar ,2000000,5-10,İkinci El,120 m2
1849, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1850, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1851, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1852, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1853, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1854, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1855, Beylikdüzü ,899000,4,Sıfır,100 m2
1856, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1857, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1858, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1859, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1860, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1861, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1862, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1863, Beylikdüzü ,899000,4,İkinci El,100 m2
1864, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1865, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1866, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1867, Güngören ,2200000,21 Ve Üzeri,130 m2,
1868, Esenyurt ,1750000,4,İkinci El,130 m2
1869, Gaziosmanpaşa ,125000000,5-10,85 m2,
1870, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1871, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1872, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1873, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1874, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1875, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1876, Beylikdüzü ,899000,4,Sıfır,100 m2
1877, Beylikdüzü ,3389000,4,130 m2,
1878, Bağcılar ,2000000,5-10,İkinci El,120 m2
1879, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1880, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1881, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1882, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1883, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1884, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1885, Beylikdüzü ,899000,4,Sıfır,100 m2
1886, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1887, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1888, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1889, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1890, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1891, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1892, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1893, Beylikdüzü ,899000,4,İkinci El,100 m2
1894, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1895, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1896, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1897, Güngören ,2200000,21 Ve Üzeri,130 m2,
1898, Esenyurt ,1750000,4,İkinci El,130 m2
1899, Gaziosmanpaşa ,125000000,5-10,85 m2,
1900, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1901, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1902, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1903, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1904, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1905, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1906, Beylikdüzü ,899000,4,Sıfır,100 m2
1907, Beylikdüzü ,3389000,4,130 m2,
1908, Bağcılar ,2000000,5-10,İkinci El,120 m2
1909, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1910, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1911, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1912, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1913, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1914, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1915, Beylikdüzü ,899000,4,Sıfır,100 m2
1916, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1917, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1918, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1919, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
1920, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
1921, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
1922, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
1923, Beylikdüzü ,899000,4,İkinci El,100 m2
1924, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
1925, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
1926, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
1927, Güngören ,2200000,21 Ve Üzeri,130 m2,
1928, Esenyurt ,1750000,4,İkinci El,130 m2
1929, Gaziosmanpaşa ,125000000,5-10,85 m2,
1930, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
1931, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
1932, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
1933, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
1934, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1935, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
1936, Beylikdüzü ,899000,4,Sıfır,100 m2
1937, Beylikdüzü ,3389000,4,130 m2,
1938, Bağcılar ,2000000,5-10,İkinci El,120 m2
1939, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
1940, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
1941, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
1942, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
1943, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
1944, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
1945, Beylikdüzü ,899000,4,Sıfır,100 m2
1946, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
1947, Beylikdüzü ,2580000,0 (Yeni),140 m2,
1948, Beylikdüzü ,2450000,0 (Yeni),220 m2,
1949, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
